Date, RH_Min, RH_Value, RH_Status, Temp_Max, Temp_Value, Temp_Status
 2018-10-17 08:46:03.401098, 25, 52.6, Not Running, 105, 66.2, Not Running
 2018-10-17 08:48:03.458127, 25, 52.6, Not Running, 105, 66.2, Not Running
 2018-10-17 08:50:03.397687, 25, 52.5, Not Running, 105, 66.2, Not Running
 2018-10-17 08:52:03.375323, 25, 52.5, Not Running, 105, 66.2, Not Running
 2018-10-17 08:54:03.386588, 25, 52.6, Not Running, 105, 66.38, Not Running
 2018-10-17 08:56:03.388150, 25, 52.4, Not Running, 105, 66.2, Not Running
 2018-10-17 08:58:03.436120, 25, 52.5, Not Running, 105, 66.38, Not Running
 2018-10-17 09:00:03.433431, 25, 52.5, Not Running, 105, 66.38, Not Running
 2018-10-17 09:02:03.357409, 25, 52.4, Not Running, 105, 66.38, Not Running
 2018-10-17 09:04:03.352461, 25, 52.4, Not Running, 105, 66.56, Not Running
 2018-10-17 09:06:03.360011, 25, 52.4, Not Running, 105, 66.38, Not Running
 2018-10-17 09:08:03.371640, 25, 52.4, Not Running, 105, 66.56, Not Running
 2018-10-17 09:10:03.473537, 25, 52.4, Not Running, 105, 66.56, Not Running
 2018-10-17 09:12:03.367575, 25, 52.4, Not Running, 105, 66.56, Not Running
 2018-10-17 09:14:03.401771, 25, 52.4, Not Running, 105, 66.56, Not Running
 2018-10-17 09:16:03.384995, 25, 52.4, Not Running, 105, 66.56, Not Running
 2018-10-17 09:18:03.687546, 25, 52.5, Not Running, 105, 66.74, Not Running
 2018-10-17 09:20:03.382509, 25, 52.4, Not Running, 105, 66.74, Not Running
 2018-10-17 09:22:03.382324, 25, 52.3, Not Running, 105, 66.74, Not Running
 2018-10-17 09:24:03.382048, 25, 52.3, Not Running, 105, 66.74, Not Running
 2018-10-17 09:26:03.391813, 25, 52.3, Not Running, 105, 66.74, Not Running
 2018-10-17 09:28:03.387899, 25, 52.3, Not Running, 105, 66.74, Not Running
 2018-10-17 09:30:03.395889, 25, 52.2, Not Running, 105, 66.74, Not Running
 2018-10-17 09:32:03.377542, 25, 52.3, Not Running, 105, 66.74, Not Running
 2018-10-17 09:34:03.377915, 25, 52.3, Not Running, 105, 66.92, Not Running
 2018-10-17 09:36:03.397222, 25, 52.3, Not Running, 105, 66.92, Not Running
 2018-10-17 09:38:03.406810, 25, 52.2, Not Running, 105, 66.92, Not Running
 2018-10-17 09:40:03.486848, 25, 52.1, Not Running, 105, 66.92, Not Running
 2018-10-17 09:44:03.607497, 25, 52.4, Not Running, 105, 66.92, Not Running
 2018-10-17 09:46:03.396991, 25, 52.2, Not Running, 105, 67.1, Not Running
 2018-10-17 09:48:03.442964, 25, 52.4, Not Running, 105, 67.1, Not Running
 2018-10-17 09:50:03.384736, 25, 52.3, Not Running, 105, 67.1, Not Running
 2018-10-17 09:52:03.459883, 25, 52.4, Not Running, 105, 67.1, Not Running
 2018-10-17 09:54:03.372534, 25, 52.3, Not Running, 105, 67.1, Not Running
 2018-10-17 09:56:03.363833, 25, 52.2, Not Running, 105, 67.1, Not Running
 2018-10-17 09:58:03.371758, 25, 52.1, Not Running, 105, 67.1, Not Running
 2018-10-17 10:00:03.384501, 25, 52.2, Not Running, 105, 67.28, Not Running
 2018-10-17 10:02:03.382181, 25, 52.2, Not Running, 105, 67.28, Not Running
 2018-10-17 10:04:03.382563, 25, 52.2, Not Running, 105, 67.28, Not Running
 2018-10-17 10:06:03.379775, 25, 52.2, Not Running, 105, 67.28, Not Running
 2018-10-17 10:08:03.451804, 25, 52.2, Not Running, 105, 67.28, Not Running
 2018-10-17 10:10:03.418985, 25, 52.2, Not Running, 105, 67.28, Not Running
 2018-10-17 10:12:03.444728, 25, 52.3, Not Running, 105, 67.46, Not Running
 2018-10-17 10:14:03.462010, 25, 52.3, Not Running, 105, 67.46, Not Running
 2018-10-17 10:16:03.340228, 25, 52.3, Not Running, 105, 67.46, Not Running
 2018-10-17 10:18:03.545889, 25, 52.3, Not Running, 105, 67.46, Not Running
 2018-10-17 10:20:03.438209, 25, 52.3, Not Running, 105, 67.46, Not Running
 2018-10-17 10:22:03.445996, 25, 52.3, Not Running, 105, 67.46, Not Running
 2018-10-17 10:24:03.352573, 25, 52.3, Not Running, 105, 67.46, Not Running
 2018-10-17 10:26:03.348734, 25, 52.4, Not Running, 105, 67.64, Not Running
 2018-10-17 10:28:03.412494, 25, 52.4, Not Running, 105, 67.64, Not Running
 2018-10-17 10:30:03.393972, 25, 52.4, Not Running, 105, 67.64, Not Running
 2018-10-17 10:32:03.428967, 25, 52.4, Not Running, 105, 67.64, Not Running
 2018-10-17 10:34:03.466166, 25, 52.4, Not Running, 105, 67.64, Not Running
 2018-10-17 10:36:03.365105, 25, 52.4, Not Running, 105, 67.64, Not Running
 2018-10-17 10:38:03.358631, 25, 52.4, Not Running, 105, 67.64, Not Running
 2018-10-17 10:40:03.437091, 25, 52.5, Not Running, 105, 67.82, Not Running
 2018-10-17 10:42:03.459842, 25, 52.5, Not Running, 105, 67.82, Not Running
 2018-10-17 10:46:03.271946, 25, 52.5, Not Running, 105, 67.82, Not Running
 2018-10-17 10:48:03.398998, 25, 52.5, Not Running, 105, 67.82, Not Running
 2018-10-17 10:50:03.394078, 25, 52.5, Not Running, 105, 67.82, Not Running
 2018-10-17 10:52:03.381472, 25, 52.5, Not Running, 105, 67.82, Not Running
 2018-10-17 10:54:03.383740, 25, 52.5, Not Running, 105, 67.82, Not Running
 2018-10-17 10:56:03.400464, 25, 52.5, Not Running, 105, 68.0, Not Running
 2018-10-17 10:58:03.414808, 25, 52.4, Not Running, 105, 68.0, Not Running
 2018-10-17 11:00:03.444522, 25, 52.3, Not Running, 105, 68.18, Not Running
 2018-10-17 11:02:03.459178, 25, 52.2, Not Running, 105, 68.18, Not Running
 2018-10-17 11:04:03.392649, 25, 52.1, Not Running, 105, 68.18, Not Running
 2018-10-17 11:06:03.398273, 25, 52.0, Not Running, 105, 68.36, Not Running
 2018-10-17 11:08:03.405914, 25, 51.8, Not Running, 105, 68.36, Not Running
 2018-10-17 11:10:03.460907, 25, 52.0, Not Running, 105, 68.9, Not Running
 2018-10-17 11:12:03.692603, 25, 51.6, Not Running, 105, 68.54, Not Running
 2018-10-17 11:14:03.447133, 25, 51.5, Not Running, 105, 68.54, Not Running
 2018-10-17 11:16:03.527872, 25, 51.5, Not Running, 105, 68.72, Not Running
 2018-10-17 11:18:03.565972, 25, 51.4, Not Running, 105, 68.72, Not Running
 2018-10-17 11:20:03.334655, 25, 51.3, Not Running, 105, 68.9, Not Running
 2018-10-17 11:22:03.409361, 25, 51.2, Not Running, 105, 68.9, Not Running
 2018-10-17 11:24:03.427985, 25, 51.1, Not Running, 105, 68.9, Not Running
 2018-10-17 11:26:03.485874, 25, 51.2, Not Running, 105, 69.08, Not Running
 2018-10-17 16:17:55.589282, 25, 51.9, Not Running, 105, 68.54, Not Running
 2018-10-17 16:18:04.343872, 25, 51.9, Not Running, 105, 68.54, Not Running
 2018-10-17 16:20:04.378745, 25, 51.9, Not Running, 105, 68.54, Not Running
 2018-10-17 16:22:04.333730, 25, 51.8, Not Running, 105, 68.54, Not Running
 2018-10-17 18:18:04.947808, 25, 52.7, Not Running, 105, 70.16, Not Running
 2018-10-17 18:18:34.207381, 25, 52.7, Not Running, 105, 70.16, Not Running
 2018-10-17 18:20:03.898781, 25, 52.8, Not Running, 105, 70.16, Not Running
 2018-10-17 21:29:20.466687, 25, 53.3, Not Running, 105, 70.34, Not Running
 2018-10-17 21:30:03.492606, 25, 53.0, Not Running, 105, 70.34, Not Running
 2018-10-17 21:32:03.381598, 25, 52.7, Not Running, 105, 70.52, Not Running
 2018-10-17 21:34:03.402261, 25, 52.4, Not Running, 105, 70.52, Not Running
 2018-10-17 21:36:03.464257, 25, 52.5, Not Running, 105, 70.7, Not Running
 2018-10-17 21:38:03.377289, 25, 52.6, Not Running, 105, 70.88, Not Running
 2018-10-17 21:40:03.507735, 25, 52.3, Not Running, 105, 71.06, Not Running
 2018-10-17 21:42:03.561053, 25, 51.6, Not Running, 105, 71.06, Not Running
 2018-10-17 21:44:03.463586, 25, 51.8, Not Running, 105, 70.88, Not Running
 2018-10-17 21:46:03.590093, 25, 54.0, Not Running, 105, 70.88, Not Running
 2018-10-17 21:48:03.491052, 25, 52.2, Not Running, 105, 70.88, Not Running
 2018-10-17 21:50:03.465399, 25, 52.1, Not Running, 105, 70.88, Not Running
 2018-10-17 21:52:03.395774, 25, 52.0, Not Running, 105, 70.88, Not Running
 2018-10-17 21:54:03.396769, 25, 51.7, Not Running, 105, 71.06, Not Running
 2018-10-17 21:56:03.467932, 75, 51.8, Running, 63, 71.06, Running
 2018-10-17 21:58:03.687945, 75, 51.5, No Water, 63, 70.88, No Temp Power Draw
 2018-10-17 22:00:03.478914, 75, 51.8, No Water, 63, 70.88, No Temp Power Draw
 2018-10-17 22:02:03.423904, 75, 51.7, No Water, 63, 70.7, No Temp Power Draw
 2018-10-17 22:04:03.416356, 75, 51.7, No Water, 63, 70.7, No Temp Power Draw
 2018-10-17 22:06:03.456649, 75, 51.9, No Water, 63, 70.7, No Temp Power Draw
 2018-10-17 22:08:03.403574, 75, 52.2, No Water, 63, 70.7, No Temp Power Draw
 2018-10-17 22:10:03.474444, 75, 51.7, No Water, 63, 70.88, No Temp Power Draw
 2018-10-17 22:12:03.519730, 75, 51.5, No Water, 63, 70.88, No Temp Power Draw
 2018-10-17 22:14:03.532288, 75, 51.7, No Water, 63, 70.88, No Temp Power Draw
 2018-10-17 22:16:03.525739, 75, 52.1, No Water, 63, 70.88, No Temp Power Draw
